"Project Number","Brand Name","Generic Name","Therapeutic Area","Recommendation Type","Project Status","Date Submission Received","Date Recommendation Issued"
SR0424-000,VesiFlow,"Solifenacin succinate / tamsulosin hydrochloride","Benign prostatic hyperplasia",,Withdrawn,"Apr 6, 2015",
SR0020-000,VFEND,Voriconazole,"Aspergillosis, Invasive",,Withdrawn,"Aug 24, 2004",
SR0056-000,VFEND,Voriconazole,Candidemia,"List with clinical criteria and/or conditions",Complete,"Mar 24, 2006","Oct 25, 2006"
SR0023-000,VFEND,Voriconazole,"Aspergillosis, Invasive","List with clinical criteria and/or conditions",Complete,"Oct 25, 2004","Apr 14, 2005"
SR0490-000,Viacoram,"perindopril arginine / amlodipine","Hypertension, essential","Reimburse with clinical criteria and/or conditions",Complete,"May 2, 2016","Oct 26, 2016"
SR0560-000,Viberzi,eluxadoline,"Irritable bowel syndrome with diarrhea","Do not reimburse",Complete,"Feb 23, 2018","Aug 24, 2018"
SR0217-000,Victoza,Liraglutide,"Diabetes mellitus, Type 2","Do not list",Complete,"Nov 29, 2010","Sep 28, 2011"
NS0032-000,Victoza,liraglutide,"Diabetes Mellitus, Type 2 (pediatric)","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0505-000,Victoza,Liraglutide,"Diabetes Mellitus, Type 2",,Withdrawn,"Oct 20, 2016",
SF0303-000,Victrelis,Boceprevir,"Hepatitis C, chronic","List with criteria/condition",Complete,"Dec 21, 2012","Jun 13, 2013"
SF0312-000,Victrelis,Boceprevir,"Hepatitis C, chronic","List with criteria/condition",Complete,"Feb 19, 2013","Jun 13, 2013"
SR0231-000,Victrelis,Boceprevir,"Hepatitis C, chronic","List with clinical criteria and/or conditions",Complete,"May 3, 2011","Oct 24, 2011"
NS0006-000,Viibryd,vilazodone,"Depression, Major depressive disorder","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0456-000,Vimizim,"Elosulfase alfa","Mucopolysaccharidosis IVA (Morquio A syndrome)","Reimburse with clinical criteria and/or conditions",Complete,"Nov 10, 2015","May 20, 2016"
SR0389-000,Vimizim,"Elosulfase alfa","Mucopolysaccharidosis IVA (Morquio A syndrome)","Do not list",Complete,"Aug 5, 2014","Mar 25, 2015"
SR0212-000,Vimpat,Lacosamide,"Epilepsy, partial onset seizures","List with clinical criteria and/or conditions",Complete,"Oct 25, 2010","Apr 25, 2011"
SR0008-000,Viread,"Tenofovir disoproxil fumarate","HIV infection","Do not list",Complete,"Feb 23, 2004","Aug 25, 2004"
SF0139-000,Viread,"Tenofovir disoproxil fumarate","HIV infection",N/A,Complete,"Jul 7, 2008",
SR0148-000,Viread,"Tenofovir disoproxil fumarate","Hepatitis B (chronic)","List with clinical criteria and/or conditions",Complete,"Oct 2, 2008","Mar 18, 2009"
SR0040-000,Viread,"Tenofovir disoproxil fumarate","HIV infection","List with clinical criteria and/or conditions",Complete,"Aug 11, 2005","Mar 15, 2006"
SR0255-000,Visanne,Dienogest,"Pain, pelvic pain associated with endometriosis","List with clinical criteria and/or conditions",Complete,"Oct 18, 2011","Apr 19, 2012"
PC0221-000,Vitrakvi,larotrectinib,"Solid tumours with NTRK gene fusion","Reimburse with clinical criteria and/or conditions",Complete,"Nov 16, 2020","Aug 25, 2021"
PC0159-000,Vitrakvi,Larotrectinib,"NTRKplus solid tumours","Do not reimburse",Complete,,"Oct 31, 2019"
PC0129-000,Vizimpro,Dacomitinib,"Non-Small Cell Lung Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"May 31, 2019"
SR0628-000,"Vocabria and Cabenuva","cabotegravir sodium cabotegravir-rilpivirine","HIV-1 infection","Reimburse with clinical criteria and/or conditions",Complete,"Aug 19, 2019","Jul 22, 2020"
SR0142-000,Volibris,Ambrisentan,"Pulmonary arterial hypertension (WHO class II and III)","List with clinical criteria and/or conditions",Complete,"Jul 9, 2008","Dec 17, 2008"
ST0639-000,Vonvendi,"von Willebrand Factor [recombinant]","von Willebrand disease, adults, treatment and perioperative management","Reimburse with clinical criteria and/or conditions",Complete,"Apr 29, 2020","Mar 17, 2021"
PC0407-000,Voranigo,vorasidenib,"Astrocytoma or oligodendroglioma, IDH1 or IDH2 mutation","Reimburse with clinical criteria and/or conditions",Active,"Apr 30, 2025","Nov 26, 2025"
SR0529-000,Vosevi,"sofosbuvir velpatasvir voxilaprevir","Hepatitis C, chronic","Reimburse with clinical criteria and/or conditions",Complete,"Jul 28, 2017","Jan 23, 2018"
PC0000-000,Votrient,"Pazopanib hydrochloride","Metastatic Renal Cell Carcinoma",Reimburse,Complete,,"Jan 5, 2012"
PC0022-000,Votrient,"Pazopanib hydrochloride","Metastatic Renal Cell Carcinoma",Reimburse,Complete,,"Aug 29, 2013"
PC0009-000,Votrient,"Pazopanib Hydrochloride","Soft Tissue Sarcoma","Do not reimburse",Complete,,"Nov 29, 2012"
SR0873-000,Voxzogo,vosoritide,Achondroplasia,,Active,"Oct 1, 2025",
SR0815-000,Voydeya,danicopan,"Paroxysmal nocturnal hemoglobinuria (PNH)","Reimburse with clinical criteria and/or conditions",Complete,"Apr 4, 2024","Oct 18, 2024"
SR0215-000,VPRIV,"Velaglucerase alfa","Gaucher Disease","List with clinical criteria and/or conditions",Complete,"Oct 28, 2010","Apr 25, 2011"
SR0718-000,Vraylar,cariprazine,"Bipolar Disorder","Do not reimburse",Complete,"Jan 28, 2022","Nov 9, 2022"
SR0708-000,Vraylar,cariprazine,Schizophrenia,"Do not reimburse",Complete,"Oct 29, 2021","Aug 10, 2022"
SR0827-000,Vraylar,cariprazine,Schizophrenia,"Reimburse with clinical criteria and/or conditions",Complete,"Dec 20, 2023","Aug 15, 2024"
SR0768-000,Vyalev,"foslevodopa foscarbidopa","Parkinson’s disease","Reimburse with clinical criteria and/or conditions",Complete,"Nov 23, 2022","Jun 16, 2023"
SR0743-000,Vyepti,eptinezumab,Migraine,"Reimburse with clinical criteria and/or conditions",Complete,"Jun 8, 2022","Dec 15, 2022"
PC0338-000,Vyloy,zolbetuximab,"Gastric or gastroesophageal junction (GEJ) adenocarcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Jun 28, 2024","Jan 29, 2025"
SF0722-000,Vyndaqel,tafamidis,"Transthyretin-mediated amyloidosis","Reimburse with clinical criteria and/or conditions",Complete,"Dec 14, 2021","Jun 17, 2022"
SR0625-000,Vyndaqel,tafamidis,"transthyretin-mediated amyloidosis","Reimburse with clinical criteria and/or conditions",Complete,"Jul 4, 2019","Feb 19, 2020"
SR0171-000,Vyvanse,"Lisdexamfetamine dimesylate","Attention deficit hyperactivity disorder","Do not list",Complete,"Jul 10, 2009","Dec 18, 2009"
SR0782-000,Vyvgart,"efgartigimod alfa","Generalized myasthenia gravis (gMG)","Reimburse with clinical criteria and/or conditions",Complete,"May 9, 2023","Dec 14, 2023"
SR0894-000,Vyvgart,"efgartigimod alfa","Chronic inflammatory demyelinating polyneuropathy","Reimburse with clinical criteria and/or conditions",Complete,"Jun 5, 2025","Dec 17, 2025"
PC0237-000,Vyxeos,"daunorubicin and cytarabine","Acute myeloid leukemia","Reimburse with clinical criteria and/or conditions",Complete,"Jan 22, 2021","Aug 6, 2021"
SR0590-000,Vyzulta,"latanoprostene bunod","Open-angle glaucoma or ocular hypertension","Reimburse with clinical criteria and/or conditions",Complete,"Nov 23, 2018","Jul 24, 2019"
SR0826-000,Wainua,eplontersen,"Polyneuropathy in hereditary transthyretin-mediated amyloidosis","Reimburse with clinical criteria and/or conditions",Complete,"Apr 9, 2024","Oct 21, 2024"
SR0715-000,Wakix,"pitolisant hydrochloride",Narcolepsy,"Do not reimburse",Complete,"Dec 8, 2021","Dec 6, 2022"
SR0696-000,Waymade-Trientine,"trientine hydrochloride","Wilson's Disease","Reimburse with clinical criteria and/or conditions",Complete,"Jul 21, 2021","Feb 8, 2022"
SR0725-000,Wegovy,semaglutide,"Weight management","Do not reimburse",Complete,"Mar 10, 2022","Sep 16, 2022"
SR0841-000,Wegovy,semaglutide,"Weight management","Reimburse with clinical criteria and/or conditions",Complete,"Nov 27, 2024","Jun 17, 2025"
PC0309-000,Welireg,belzutifan,"von Hippel-Lindau disease-associated tumours","Reimburse with clinical criteria and/or conditions",Complete,"Jan 23, 2023","Sep 1, 2023"
PC0386-000,Welireg,belzutifan,"advanced renal cell carcinoma (RCC)","Reimburse with clinical criteria and/or conditions",Complete,"Nov 25, 2024","Jul 2, 2025"
PC0440-000,Welireg,belzutifan,"Metastatic pheochromocytoma or paraganglioma",,Received,"Apr 20, 2026",
SR0786-000,Winlevi,clascoterone,"Acne vulgaris",,Withdrawn,"Jul 4, 2023",
SR0863-000,Winlevi,clascoterone,"Acne vulgaris","Do not reimburse",Complete,"Aug 6, 2024","Feb 6, 2025"
SR0828-000,Winrevair,sotatercept,"Pulmonary arterial hypertension (WHO group 1)","Reimburse with clinical criteria and/or conditions",Complete,"Apr 8, 2024","Oct 21, 2024"
PC0008-000,Xalkori,Crizotinib,"Advanced Non-Small Cell Lung Cancer","Do not reimburse",Complete,,"Oct 4, 2012"
PC0017-000,Xalkori,Crizotinib,"Advanced or Metastatic Non-Small Cell Lung Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"May 2, 2013"
PC0054-000,Xalkori,Crizotinib,"First Line ALK Positive Advanced NSCLC","Reimburse with clinical criteria and/or conditions",Complete,,"Jul 21, 2015"
PC0151-000,Xalkori,Crizotinib,"ROS1-positive advanced non-small cell lung cancer (NSCLC)","Reimburse with clinical criteria and/or conditions",Complete,,"May 23, 2019"
SR0569-000,Xarelto,rivaroxaban,"Prevention of stroke and cardiovascular events in coronary and peripheral artery disease.","Reimburse with clinical criteria and/or conditions",Complete,"May 24, 2018","Nov 20, 2018"
SR0271-000,Xarelto,Rivaroxaban,"Deep-vein thrombosis without symptomatic pulmonary embolism","List with clinical criteria and/or conditions",Complete,"Feb 27, 2012","Aug 16, 2012"
SF0295-000,Xarelto,Rivaroxaban,"Deep-vein thrombosis without symptomatic pulmonary embolism",,Complete,"Oct 10, 2012",
SF0321-00,Xarelto,Rivaroxaban,,"List with clinical criteria and/or conditions",Complete,"Mar 18, 2013","Jul 18, 2013"
SR0327-000,Xarelto,Rivaroxaban,"Venous thromboembolic events, pulmonary embolism","List with criteria/condition",Complete,"May 6, 2013","Mar 26, 2014"
SR0134-000,Xarelto,Rivaroxaban,"Thromboembolism (venous), prevention","List with clinical criteria and/or conditions",Complete,"May 7, 2008","Dec 17, 2008"
SF0239-000,Xarelto,Rivaroxaban,"Venous thromboembolism, prevention",N/A,Complete,"Jun 24, 2011",
SR0257-000,Xarelto,Rivaroxaban,"Atrial fibrillation, stroke prevention","List with clinical criteria and/or conditions",Complete,"Oct 21, 2011","Apr 19, 2012"
NS0022-000,Xarelto,"Rivaroxaban (granules for oral suspension)","Venous Thromboembolic Events","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0770-000,Xcopri,cenobamate,"Epilepsy, partial-onset seizures","Reimburse with clinical criteria and/or conditions",Complete,"Feb 7, 2023","Aug 17, 2023"
SR0572-000,Xeljanz,tofacitinib,"Ulcerative colitis","Reimburse with clinical criteria and/or conditions",Complete,"Jun 27, 2018","Feb 27, 2019"
SR0380-000,Xeljanz,Tofacitinib,"Arthritis, rheumatoid","List with criteria/condition",Complete,"May 5, 2014","Apr 17, 2015"
SR0575-000,Xeljanz,tofacitinib,,,Cancelled,,
SR0168-000,Xeomin,"Clostridium botulinum neurotoxin type A, free from complexing proteins",Blepharospasm,"List in a similar manner",Complete,"Jun 12, 2009","Dec 16, 2009"
SR0192-000,Xeomin,"Clostridium botulinum neurotoxin type A, free from complexing proteins","Cervical Dystonia","List in a similar manner",Complete,"Jun 12, 2009","Dec 16, 2009"
SR0193-000,Xeomin,"Clostridium botulinum neurotoxin type A, free from complexing proteins","Spasticity, Post-stroke","Do not list",Complete,"Jun 12, 2009","Dec 16, 2009"
SR0678-000,Xeomin,incobotulinumtoxinA,"Chronic sialorrhea associated with neurological disorders","Reimburse with clinical criteria and/or conditions",Complete,"Feb 26, 2021","Sep 9, 2021"
SR0580-000,Xermelo,telotristat,"carcinoid syndrome","Do not reimburse",Complete,"Sep 27, 2018","Jun 26, 2019"
SR0235-000,XGEVA,Denosumab,"Prevention of skeletal-related events due to bone metastases from solid tumours","List with clinical criteria and/or conditions",Complete,"Jun 6, 2011","Nov 16, 2011"
SR0433-000,Xgeva,"Denosumab  (Drug Plan Submission)","Prevention of skeletal-related events due to bone metastases from breast cancer","List with clinical criteria and/or conditions",Complete,"Jul 31, 2015","Feb 25, 2016"
SR0433-001,Xgeva,"Denosumab (Drug Plan Submission)","Prevention of skeletal-related events due to bone metastases from other solid tumors (excluding breast and prostate cancer), including non-small cell lung cancer","List with clinical criteria and/or conditions",Complete,"Jul 31, 2015","Mar 23, 2016"
SR0287-000,Xiaflex,"Collagenase clostridium histolyticum","Dupuytren’s contracture","List with criteria/condition",Complete,"Aug 30, 2012","Mar 27, 2013"
SR0468-000,XigDuo,"dapagliflozin/metformin hydrochloride","Diabetes Mellitus, Type 2","Reimburse with clinical criteria and/or conditions",Complete,"Jan 7, 2016","Jul 20, 2016"
NS0016-000,Xofluza,"baloxavir marboxil",Influenza,"Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0035-000,Xolair,Omalizumab,"Asthma, severe persistent",,Cancelled,"Apr 18, 2005",
SR0045-000,Xolair,Omalizumab,"Asthma, severe persistent","Do not list",Complete,"Oct 13, 2005","Mar 7, 2006"
NS0026-000,Xolair,omalizumab,"Chronic rhinosinusitis with nasal polyps","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0398-000,Xolair,Omalizumab,"Chronic idiopathic urticaria","List with clinical criteria and/or conditions",Complete,"Sep 22, 2014","May 7, 2015"
SR0457-000,Xolair,"Omalizumab (Drug Plan Submission)","Asthma, severe persistent","Reimburse with clinical criteria and/or conditions",Complete,"Nov 18, 2015","May 18, 2016"
"PC0202 -000",Xospata,Gilteritinib,,"Reimburse with clinical criteria and/or conditions",Complete,,"May 20, 2020"
PC0444-000,Xospata,gilteritinib,"Acute myeloid leukemia (AML)",,Active,"Jan 2, 2026",
PC0276-000,Xpovio,selinexor,"Multiple myeloma","Reimburse with clinical criteria and/or conditions",Complete,"Jan 14, 2022","Jul 29, 2022"
PC0044-000,Xtandi,Enzalutamide,"First Line Metastatic Castration-Resistant Prostate Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Jun 22, 2015"
PC0023-000,Xtandi,Enzalutamide,"Metastatic Castration Resistant Prostate Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Jul 23, 2013"
PC0149-000,Xtandi,Enzalutamide,"Non-metastatic castration-resistant prostate cancer (nm-CRPC)","Reimburse with clinical criteria and/or conditions",Complete,,"Mar 26, 2019"
PC0209-000,Xtandi,Enzalutamide,mHSPC,"Reimburse with clinical criteria and/or conditions",Complete,,"Sep 23, 2020"
SR0599-000,Xultophy,"insulin degludec + liraglutide","Diabetes mellitus, Type 2","Reimburse with clinical criteria and/or conditions",Complete,"Jan 30, 2019","Oct 24, 2019"
SR0728-000,Xydalba,dalbavancin,"Acute bacterial skin and skin structure infections","Reimburse with clinical criteria and/or conditions",Complete,"Apr 11, 2022","Nov 16, 2022"
SR0107-000,Xyrem,"Sodium oxybate",Narcolepsy,,Withdrawn,"Aug 29, 2007",
SR0141-000,Xyrem,"Sodium oxybate",Narcolepsy,"Do not list",Complete,"Jul 9, 2008","Jan 28, 2009"
SR0029-000,Yasmin,"Drospirenone /ethinyl estradiol","Contraceptive, oral",List,Complete,"Jan 20, 2005","Jun 16, 2005"
PC0003-000,Yervoy,Ipilimumab,"Advanced Melanoma","Reimburse with clinical criteria and/or conditions",Complete,,"Apr 18, 2012"
PC0042-000,Yervoy,Ipilimumab,"First Line Advanced Melanoma","Reimburse with clinical criteria and/or conditions",Complete,,"Dec 22, 2014"
PG0293-000,Yescarta,"axicabtagene ciloleucel","Diffuse large B-cell lymphoma (DLBCL) or high-grade B-cell lymphoma (HGBL)","Reimburse with clinical criteria and/or conditions",Complete,"Jun 9, 2022","Feb 3, 2023"
PG0314-000,Yescarta,"axicabtagene ciloleucel","Relapsed or refractory follicular lymphoma","Reimburse with clinical criteria and/or conditions",Complete,"Apr 13, 2023","Nov 2, 2023"
PC0071-000,Yondelis,Trabectedin,"Metastatic Liposarcoma or Leiomyosarcoma","Do not reimburse",Complete,,"Aug 5, 2016"
SR0903-000,Yorvipath,palopegteriparatide,"Chronic hypoparathyroidism (HypoPT)",,Active,"Sep 3, 2025",
PC0035-000,Zaltrap,Aflibercept,"Metastatic Colorectal Cancer","Do not reimburse",Complete,,"Sep 5, 2014"
SR0012-000,Zavesca,Miglustat,"Gaucher disease","Do not list",Complete,"May 13, 2004","Nov 24, 2004"
SR0388-000,Zaxine,Rifaximin,"Hepatic encephalopathy","List with criteria/condition",Complete,"Aug 5, 2014","Apr 16, 2015"
PC0203-000,Zejula,Niraparib,"Ovarian Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Sep 3, 2020"
PC0224-000,Zejula,Niraparib,"First Line OC","Reimburse with clinical criteria and/or conditions",Complete,,"Apr 29, 2021"
PC0006-000,Zelboraf,Vemurafenib,"Metastatic Melanoma","Reimburse with clinical criteria and/or conditions",Complete,,"Jun 1, 2012"
SR0124-000,Zeldox,"Ziprasidone hydrochloride","Schizophrenia and related psychotic disorders","List with clinical criteria and/or conditions",Complete,"Jan 10, 2008","Aug 14, 2008"
ST0702-000,Zemaira,"Alpha1-proteinase inhibitor (Human)","Severe Alpha1-proteinase inhibitor deficiency","Reimburse with clinical criteria and/or conditions",Complete,"Oct 1, 2021","Apr 13, 2022"
SF0281-000,Zenhale,Mometasone/formoterol,Asthma,"List with clinical criteria and/or conditions",Complete,"Jun 6, 2012","Dec 19, 2012"
SR0225-000,"Zenhale (inhalation aerosol)","Mometasone furoate and formoterol",Asthma,"Do not list",Complete,"Feb 16, 2011","Sep 28, 2011"
SR0454-000,Zepatier,Elbasvir/grazoprevir,"Hepatitis C, chronic","Reimburse with clinical criteria and/or conditions",Complete,"Oct 27, 2015","May 19, 2016"
SR0920-000,Zepbound,tirzepatide,"Chronic weight management",,Active,"Jan 7, 2026",
SR0939-000,Zepbound,tirzepatide,"Obstructive sleep apnea",,Active,"Apr 7, 2026",
SR0714-000,Zeposia,ozanimod,"Ulcerative colitis","Reimburse with clinical criteria and/or conditions",Complete,"Jan 5, 2022","Nov 17, 2022"
SR0652-000,Zeposia,ozanimod,"Multiple Sclerosis, relapsing - remitting","Do not reimburse",Complete,"Aug 25, 2020","Jun 23, 2021"
PC0281-000,Zepzelca,lurbinectedin,"metastatic small cell lung cancer (SCLC)","Do not reimburse",Complete,"Feb 24, 2022","Dec 19, 2022"
PC0431-000,Zepzelca,lurbinectedin,"Metastatic small cell lung cancer",,Active,"Sep 18, 2025",
PC0459-000,Zepzelca,lurbinectedin,"Metastatic small cell lung cancer",,Pending,,
